page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path	Chr	Start	End	source	composite_key
157	1	Upper_Left	ICGC_0108	7:2398212−48791277	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_157_part_1.png	7	2398212	48791277	HC	ICGC_0108_7_2398212_48791277
157	2	Upper_Right	ICGC_0109	5:55531264−177528041	22, 22	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_157_part_2.png	5	55531264	177528041	HC	ICGC_0109_5_55531264_177528041
158	1	Upper_Left	ICGC_0114	10:72984995−103221106	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_158_part_1.png	10	72984995	103221106	HC	ICGC_0114_10_72984995_103221106
157	3	Lower_Left	ICGC_0114	1:32132328−65796925	7, 7	43.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_157_part_3.png	1	32132328	65796925	HC	ICGC_0114_1_32132328_65796925
157	4	Lower_Right	ICGC_0114	2:28274298−38935751	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_157_part_4.png	2	28274298	38935751	HC	ICGC_0114_2_28274298_38935751
141	4	Lower_Right	ICGC_0114	6:92940256−139746601	6, 14	66.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_141_part_4.png	6	92940256	139746601	LC	ICGC_0114_6_92940256_139746601
142	1	Upper_Left	ICGC_0115	16:3802028−23118217	4, 5	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_142_part_1.png	16	3802028	23118217	LC	ICGC_0115_16_3802028_23118217
103	3	Lower_Left	ICGC_0115	X:94245698−150684659	8, 11	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_103_part_3.png	X	94245698	150684659	D3	ICGC_0115_X_94245698_150684659
158	2	Upper_Right	ICGC_0134	22:18019664−28052500	8, 18	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_158_part_2.png	22	18019664	28052500	HC	ICGC_0134_22_18019664_28052500
103	4	Lower_Right	ICGC_0140	11:32758465−75006148	10, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_103_part_4.png	11	32758465	75006148	D3	ICGC_0140_11_32758465_75006148
104	1	Upper_Left	ICGC_0140	17:28840466−79518858	8, 14	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_104_part_1.png	17	28840466	79518858	D3	ICGC_0140_17_28840466_79518858
158	4	Lower_Right	ICGC_0146	10:3251990−120467283	32, 42	42.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_158_part_4.png	10	3251990	120467283	HC	ICGC_0146_10_3251990_120467283
159	1	Upper_Left	ICGC_0146	11:44273470−122909222	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_159_part_1.png	11	44273470	122909222	HC	ICGC_0146_11_44273470_122909222
158	3	Lower_Left	ICGC_0146	3:25423800−74920530	12, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_158_part_3.png	3	25423800	74920530	HC	ICGC_0146_3_25423800_74920530
142	2	Upper_Right	ICGC_0149	8:39662139−131797224	6, 7	59.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_142_part_2.png	8	39662139	131797224	LC	ICGC_0149_8_39662139_131797224
142	3	Lower_Left	ICGC_0150	19:14991068−24021988	5, 10	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_142_part_3.png	19	14991068	24021988	LC	ICGC_0150_19_14991068_24021988
159	2	Upper_Right	ICGC_0199	2:109779279−139790794	17, 17	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_159_part_2.png	2	109779279	139790794	HC	ICGC_0199_2_109779279_139790794
104	2	Upper_Right	ICGC_0205	1:26994187−245430132	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_104_part_2.png	1	26994187	245430132	D3	ICGC_0205_1_26994187_245430132
159	3	Lower_Left	ICGC_0205	8:466553−113346314	7, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_159_part_3.png	8	466553	113346314	HC	ICGC_0205_8_466553_113346314
142	4	Lower_Right	ICGC_0207	7:121034912−151110416	6, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_142_part_4.png	7	121034912	151110416	LC	ICGC_0207_7_121034912_151110416
159	4	Lower_Right	ICGC_0214	1:196999875−239097447	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_159_part_4.png	1	196999875	239097447	HC	ICGC_0214_1_196999875_239097447
160	1	Upper_Left	ICGC_0214	2:1473520−230672823	61, 69	69.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_160_part_1.png	2	1473520	230672823	HC	ICGC_0214_2_1473520_230672823
160	2	Upper_Right	ICGC_0214	4:77735561−162014258	7, 7	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_160_part_2.png	4	77735561	162014258	HC	ICGC_0214_4_77735561_162014258
104	3	Lower_Left	ICGC_0214	5:98391041−178563199	10, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_104_part_3.png	5	98391041	178563199	D3	ICGC_0214_5_98391041_178563199
104	4	Lower_Right	ICGC_0214	X:98103871−154466373	7, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_104_part_4.png	X	98103871	154466373	D3	ICGC_0214_X_98103871_154466373
49	2	Upper_Right	ICGC_0215	9:12633334−22809044	3, 4	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_49_part_2.png	9	12633334	22809044	D4	ICGC_0215_9_12633334_22809044
160	3	Lower_Left	ICGC_0217	21:14583619−47124626	8, 8	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_160_part_3.png	21	14583619	47124626	HC	ICGC_0217_21_14583619_47124626
143	1	Upper_Left	ICGC_0224	14:61112011−65419128	5, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_143_part_1.png	14	61112011	65419128	LC	ICGC_0224_14_61112011_65419128
143	2	Upper_Right	ICGC_0296	18:350045−21877313	5, 11	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_143_part_2.png	18	350045	21877313	LC	ICGC_0296_18_350045_21877313
143	3	Lower_Left	ICGC_0300	13:27875998−52774140	5, 5	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_143_part_3.png	13	27875998	52774140	LC	ICGC_0300_13_27875998_52774140
160	4	Lower_Right	ICGC_0300	1:41444007−240774472	8, 13	59.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_160_part_4.png	1	41444007	240774472	HC	ICGC_0300_1_41444007_240774472
143	4	Lower_Right	ICGC_0301	18:25572442−75675714	4, 4	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_143_part_4.png	18	25572442	75675714	LC	ICGC_0301_18_25572442_75675714
161	1	Upper_Left	ICGC_0303	17:28715899−50792664	14, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_161_part_1.png	17	28715899	50792664	HC	ICGC_0303_17_28715899_50792664
144	1	Upper_Left	ICGC_0303	2:10700671−144337304	4, 6	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_144_part_1.png	2	10700671	144337304	LC	ICGC_0303_2_10700671_144337304
144	2	Upper_Right	ICGC_0304	18:1490133−31586695	5, 5	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_144_part_2.png	18	1490133	31586695	LC	ICGC_0304_18_1490133_31586695
161	2	Upper_Right	ICGC_0313	1:189423365−236063825	16, 22	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_161_part_2.png	1	189423365	236063825	HC	ICGC_0313_1_189423365_236063825
161	3	Lower_Left	ICGC_0326	12:73647749−128290868	7, 7	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_161_part_3.png	12	73647749	128290868	HC	ICGC_0326_12_73647749_128290868
161	4	Lower_Right	ICGC_0326	18:20681108−75019000	17, 24	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_161_part_4.png	18	20681108	75019000	HC	ICGC_0326_18_20681108_75019000
162	2	Upper_Right	ICGC_0392	12:25014211−58344707	7, 17	35.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_162_part_2.png	12	25014211	58344707	HC	ICGC_0392_12_25014211_58344707
162	3	Lower_Left	ICGC_0392	17:19427565−80415097	7, 7	42.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_162_part_3.png	17	19427565	80415097	HC	ICGC_0392_17_19427565_80415097
162	1	Upper_Left	ICGC_0392	8:24086553−130006493	7, 15	54.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_162_part_1.png	8	24086553	130006493	HC	ICGC_0392_8_24086553_130006493
162	4	Lower_Right	ICGC_0393	13:24905703−113852941	8, 10	55.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_162_part_4.png	13	24905703	113852941	HC	ICGC_0393_13_24905703_113852941
144	3	Lower_Left	ICGC_0393	22:18789020−50349275	5, 7	51.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_144_part_3.png	22	18789020	50349275	LC	ICGC_0393_22_18789020_50349275
144	4	Lower_Right	ICGC_0395	7:86041901−153362571	5, 5	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_144_part_4.png	7	86041901	153362571	LC	ICGC_0395_7_86041901_153362571
163	1	Upper_Left	ICGC_0412	18:3408603−25505804	9, 16	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_163_part_1.png	18	3408603	25505804	HC	ICGC_0412_18_3408603_25505804
105	1	Upper_Left	ICGC_0417	17:34974437−49255446	5, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_105_part_1.png	17	34974437	49255446	D3	ICGC_0417_17_34974437_49255446
163	3	Lower_Left	ICGC_0419	21:15770299−47546356	15, 26	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_163_part_3.png	21	15770299	47546356	HC	ICGC_0419_21_15770299_47546356
163	2	Upper_Right	ICGC_0419	2:33811228−80725292	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_163_part_2.png	2	33811228	80725292	HC	ICGC_0419_2_33811228_80725292
163	4	Lower_Right	ICGC_0420	12:27339007−85847160	10, 19	19.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_163_part_4.png	12	27339007	85847160	HC	ICGC_0420_12_27339007_85847160
105	2	Upper_Right	ICGC_0420	3:149207002−151596957	6, 10	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_105_part_2.png	3	149207002	151596957	D3	ICGC_0420_3_149207002_151596957
183	4	Lower_Right	ICGC_0431	10:4904254−111891388	17, 17	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_183_part_4.png	10	4904254	111891388	HC	ICGC_0431_10_4904254_111891388
184	1	Upper_Left	ICGC_0455	1:188073080−236635572	10, 19	19.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_184_part_1.png	1	188073080	236635572	HC	ICGC_0455_1_188073080_236635572
50	2	Upper_Right	ICGC_0457	2:108544255−203817368	5, 6	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_50_part_2.png	2	108544255	203817368	D4	ICGC_0457_2_108544255_203817368
164	1	Upper_Left	ICGC_0486	2:95882672−200533578	9, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_164_part_1.png	2	95882672	200533578	HC	ICGC_0486_2_95882672_200533578
184	3	Lower_Left	ICGC_0498	11:21255252−90295433	26, 26	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_184_part_3.png	11	21255252	90295433	HC	ICGC_0498_11_21255252_90295433
184	2	Upper_Right	ICGC_0498	1:8214142−231450770	41, 41	41.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_184_part_2.png	1	8214142	231450770	HC	ICGC_0498_1_8214142_231450770
164	2	Upper_Right	ICGC_0502	3:1045935−2770954	9, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_164_part_2.png	3	1045935	2770954	HC	ICGC_0502_3_1045935_2770954
145	1	Upper_Left	ICGC_0502	5:23468779−45905623	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_145_part_1.png	5	23468779	45905623	LC	ICGC_0502_5_23468779_45905623
145	2	Upper_Right	ICGC_0521	4:131685289−183295953	5, 16	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_145_part_2.png	4	131685289	183295953	LC	ICGC_0521_4_131685289_183295953
164	3	Lower_Left	ICGC_0521	5:51314841−160442765	10, 16	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_164_part_3.png	5	51314841	160442765	HC	ICGC_0521_5_51314841_160442765
164	4	Lower_Right	ICGC_0521	9:40335567−125502754	21, 21	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_164_part_4.png	9	40335567	125502754	HC	ICGC_0521_9_40335567_125502754
145	3	Lower_Left	ICGC_0522	1:35264067−46448813	4, 6	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_145_part_3.png	1	35264067	46448813	LC	ICGC_0522_1_35264067_46448813
165	1	Upper_Left	ICGC_0526	12:77174515−81375488	10, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_165_part_1.png	12	77174515	81375488	HC	ICGC_0526_12_77174515_81375488
165	2	Upper_Right	ICGC_0526	13:42400145−51281146	13, 13	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_165_part_2.png	13	42400145	51281146	HC	ICGC_0526_13_42400145_51281146
165	3	Lower_Left	ICGC_0526	16:4628924−90122371	14, 16	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_165_part_3.png	16	4628924	90122371	HC	ICGC_0526_16_4628924_90122371
145	4	Lower_Right	ICGC_0526	6:11005830−53074096	4, 6	28.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_145_part_4.png	6	11005830	53074096	LC	ICGC_0526_6_11005830_53074096
146	1	Upper_Left	ICGC_0535	10:89522467−110477428	5, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_146_part_1.png	10	89522467	110477428	LC	ICGC_0535_10_89522467_110477428
166	1	Upper_Left	ICGC_0535	12:80590486−121388006	11, 17	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_166_part_1.png	12	80590486	121388006	HC	ICGC_0535_12_80590486_121388006
146	2	Upper_Right	ICGC_0535	18:896558−21110916	4, 7	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_146_part_2.png	18	896558	21110916	LC	ICGC_0535_18_896558_21110916
165	4	Lower_Right	ICGC_0535	6:25273614−62346185	8, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_165_part_4.png	6	25273614	62346185	HC	ICGC_0535_6_25273614_62346185
146	3	Lower_Left	ICGC_0535	X:141345603−144825631	5, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_146_part_3.png	X	141345603	144825631	LC	ICGC_0535_X_141345603_144825631
166	2	Upper_Right	ICGC_0536	2:167051773−233617455	10, 15	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_166_part_2.png	2	167051773	233617455	HC	ICGC_0536_2_167051773_233617455
147	1	Upper_Left	ICGC_0543	20:15750921−60842706	6, 7	19.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_147_part_1.png	20	15750921	60842706	LC	ICGC_0543_20_15750921_60842706
146	4	Lower_Right	ICGC_0543	9:187480−137300565	6, 10	32.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_146_part_4.png	9	187480	137300565	LC	ICGC_0543_9_187480_137300565
76	4	Lower_Right	ICGC_MB110	16:275259−87888760	9, 16	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_76_part_4.png	16	275259	87888760	HC	ICGC_MB110_16_275259_87888760
77	1	Upper_Left	ICGC_MB131	3:38417904−38895251	13, 13	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_77_part_1.png	3	38417904	38895251	HC	ICGC_MB131_3_38417904_38895251
70	4	Lower_Right	ICGC_MB131	8:22113923−128760777	5, 6	25.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_70_part_4.png	8	22113923	128760777	LC	ICGC_MB131_8_22113923_128760777
77	2	Upper_Right	ICGC_MB145	17:17334828−78175336	7, 11	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_77_part_2.png	17	17334828	78175336	HC	ICGC_MB145_17_17334828_78175336
77	3	Lower_Left	ICGC_MB160	8:41002272−123551081	9, 9	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_77_part_3.png	8	41002272	123551081	HC	ICGC_MB160_8_41002272_123551081
77	4	Lower_Right	ICGC_MB165	2:111074−18111365	13, 22	41.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_77_part_4.png	2	111074	18111365	HC	ICGC_MB165_2_111074_18111365
78	1	Upper_Left	ICGC_MB165	5:14327−179565981	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_78_part_1.png	5	14327	179565981	HC	ICGC_MB165_5_14327_179565981
71	1	Upper_Left	ICGC_MB177	2:15386910−16129075	4, 7	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_71_part_1.png	2	15386910	16129075	LC	ICGC_MB177_2_15386910_16129075
71	2	Upper_Right	ICGC_MB181	5:63000287−120810285	4, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_71_part_2.png	5	63000287	120810285	LC	ICGC_MB181_5_63000287_120810285
78	2	Upper_Right	ICGC_MB224	17:27090584−78497663	7, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_78_part_2.png	17	27090584	78497663	HC	ICGC_MB224_17_27090584_78497663
78	3	Lower_Left	ICGC_MB23	10:388457−53879148	8, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_78_part_3.png	10	388457	53879148	HC	ICGC_MB23_10_388457_53879148
71	3	Lower_Left	ICGC_MB34	12:461707−31932605	5, 10	32.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_71_part_3.png	12	461707	31932605	LC	ICGC_MB34_12_461707_31932605
79	1	Upper_Left	ICGC_MB34	14:29090292−47295794	15, 15	35.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_79_part_1.png	14	29090292	47295794	HC	ICGC_MB34_14_29090292_47295794
71	4	Lower_Right	ICGC_MB34	17:27146708−67502119	6, 15	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_71_part_4.png	17	27146708	67502119	LC	ICGC_MB34_17_27146708_67502119
78	4	Lower_Right	ICGC_MB34	5:292496−69696821	7, 9	55.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_78_part_4.png	5	292496	69696821	HC	ICGC_MB34_5_292496_69696821
79	2	Upper_Right	ICGC_MB34	X:15128807−127701065	7, 10	41.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_79_part_2.png	X	15128807	127701065	HC	ICGC_MB34_X_15128807_127701065
72	1	Upper_Left	ICGC_MB50	8:126667508−129701837	4, 4	36.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_72_part_1.png	8	126667508	129701837	LC	ICGC_MB50_8_126667508_129701837
22	1	Upper_Left	ICGC_MB6	2:15710236−18049954	3, 5	58.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_22_part_1.png	2	15710236	18049954	D4	ICGC_MB6_2_15710236_18049954
79	3	Lower_Left	ICGC_MB81	3:83993082−118079412	10, 21	48.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_79_part_3.png	3	83993082	118079412	HC	ICGC_MB81_3_83993082_118079412
79	4	Lower_Right	ICGC_MB83	20:305936−62568476	23, 23	23.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_79_part_4.png	20	305936	62568476	HC	ICGC_MB83_20_305936_62568476
72	2	Upper_Right	ICGC_MB91	17:19371748−79563637	6, 10	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_72_part_2.png	17	19371748	79563637	LC	ICGC_MB91_17_19371748_79563637
80	1	Upper_Left	ICGC_MB94	12:12616089−127105460	9, 21	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_80_part_1.png	12	12616089	127105460	HC	ICGC_MB94_12_12616089_127105460
185	1	Upper_Left	ITNET-0087	8:15876266−129305739	16, 16	25.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_185_part_1.png	8	15876266	129305739	HC	ITNET-0087_8_15876266_129305739
112	3	Lower_Left	ITNET-0100	10:12507104−76356326	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_112_part_3.png	10	12507104	76356326	D3	ITNET-0100_10_12507104_76356326
185	2	Upper_Right	ITNET-0118	15:35208509−67092577	15, 15	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_185_part_2.png	15	35208509	67092577	HC	ITNET-0118_15_35208509_67092577
164	2	Upper_Right	ITNET-0134	8:80326174−145581514	4, 4	4.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_164_part_2.png	8	80326174	145581514	LC	ITNET-0134_8_80326174_145581514
185	3	Lower_Left	ITNET-0152	22:17924903−47818249	30, 30	30.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_185_part_3.png	22	17924903	47818249	HC	ITNET-0152_22_17924903_47818249
185	4	Lower_Right	ITNET-0152	X:808303−155214868	122, 122	122.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_185_part_4.png	X	808303	155214868	HC	ITNET-0152_X_808303_155214868
186	1	Upper_Left	ITNET-0968	18:12732238−76910328	15, 15	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_186_part_1.png	18	12732238	76910328	HC	ITNET-0968_18_12732238_76910328
