page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path	Chr	Start	End
139	3	Lower_Left	4147081	3:112007049−169759318	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_139_part_3.png	3	112007049	169759318
139	4	Lower_Right	4147081	8:28532675−54463876	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_139_part_4.png	8	28532675	54463876
140	1	Upper_Left	4147968	12:47913057−127394426	12, 13	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_140_part_1.png	12	47913057	127394426
140	2	Upper_Right	4158726	18:49801362−72732256	16, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_140_part_2.png	18	49801362	72732256
140	3	Lower_Left	4177987	10:38964812−109297003	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_140_part_3.png	10	38964812	109297003
140	4	Lower_Right	141	21:16368954−25156515	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_140_part_4.png	21	16368954	25156515
141	1	Upper_Left	AOCS-005	18:56378430−67139124	10, 17	48	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_141_part_1.png	18	56378430	67139124
141	2	Upper_Right	AOCS-034	4:77772−43781007	49, 66	66	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_141_part_2.png	4	77772	43781007
141	3	Lower_Left	AOCS-055	7:567398−57567811	12, 25	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_141_part_3.png	7	567398	57567811
141	4	Lower_Right	AOCS-056	8:35777050−145916683	7, 11	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_141_part_4.png	8	35777050	145916683
142	1	Upper_Left	AOCS-058	4:19768980−47652511	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_142_part_1.png	4	19768980	47652511
142	2	Upper_Right	AOCS-059	19:7159079−17180659	7, 7	31	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_142_part_2.png	19	7159079	17180659
142	3	Lower_Left	AOCS-064	X:43392645−129894760	8, 8	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_142_part_3.png	X	43392645	129894760
142	4	Lower_Right	AOCS-080	20:15018409−22766307	10, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_142_part_4.png	20	15018409	22766307
143	1	Upper_Left	AOCS-081	5:1326917−126150912	20, 21	27	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_143_part_1.png	5	1326917	126150912
143	2	Upper_Right	AOCS-084	1:37638433−46640509	8, 9	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_143_part_2.png	1	37638433	46640509
143	3	Lower_Left	AOCS-085	6:63724002−84893098	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_143_part_3.png	6	63724002	84893098
143	4	Lower_Right	AOCS-090	8:8519924−34671479	7, 16	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_143_part_4.png	8	8519924	34671479
144	1	Upper_Left	AOCS-090	13:20915954−32359355	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_144_part_1.png	13	20915954	32359355
144	2	Upper_Right	AOCS-093	13:31521128−105978091	70, 70	70	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_144_part_2.png	13	31521128	105978091
144	3	Lower_Left	AOCS-096	13:56212396−69555802	11, 27	27	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_144_part_3.png	13	56212396	69555802
144	4	Lower_Right	AOCS-097	15:20101979−89639810	10, 12	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_144_part_4.png	15	20101979	89639810
145	1	Upper_Left	AOCS-108	3:7603269−193289152	7, 27	77	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_145_part_1.png	3	7603269	193289152
145	2	Upper_Right	AOCS-111	21:17237944−40394460	11, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_145_part_2.png	21	17237944	40394460
145	3	Lower_Left	AOCS-113	1:208032015−248380796	9, 24	41	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_145_part_3.png	1	208032015	248380796
145	4	Lower_Right	AOCS-116	3:137813498−197700924	7, 10	42	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_145_part_4.png	3	137813498	197700924
146	1	Upper_Left	AOCS-117	8:42562155−137393245	7, 20	37	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_146_part_1.png	8	42562155	137393245
146	2	Upper_Right	AOCS-117	20:34757165−60260321	10, 10	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_146_part_2.png	20	34757165	60260321
146	3	Lower_Left	AOCS-142	4:52826977−104671727	7, 8	52	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_146_part_3.png	4	52826977	104671727
146	4	Lower_Right	AOCS-153	11:6869185−128159617	7, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_146_part_4.png	11	6869185	128159617
147	1	Upper_Left	AOCS-155	2:116979827−242917384	16, 21	40	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_147_part_1.png	2	116979827	242917384
147	2	Upper_Right	AOCS-159	12:24836900−124945298	12, 23	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_147_part_2.png	12	24836900	124945298
147	3	Lower_Left	AOCS-160	6:1616031−23308796	9, 22	37	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_147_part_3.png	6	1616031	23308796
147	4	Lower_Right	AOCS-162	18:1605416−20794812	7, 7	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_147_part_4.png	18	1605416	20794812
148	1	Upper_Left	AOCS-166	22:36538809−49089280	8, 16	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_148_part_1.png	22	36538809	49089280
148	2	Upper_Right	AOCS-169	1:94394953−193703467	8, 10	32	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_148_part_2.png	1	94394953	193703467
148	3	Lower_Left	AOCS-169	9:12691740−121121973	8, 30	34	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_148_part_3.png	9	12691740	121121973
148	4	Lower_Right	0c1a2e7d-e7e4-481e-a012-ef214c444497	8:59542153−123021272	11, 11	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_148_part_4.png	8	59542153	123021272
149	1	Upper_Left	0c1a2e7d-e7e4-481e-a012-ef214c444497	18:4742587−29869159	15, 15	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_149_part_1.png	18	4742587	29869159
149	2	Upper_Right	30b8f4cd-9245-4496-a8a8-c3e59093bc0a	11:898947−50134754	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_149_part_2.png	11	898947	50134754
149	3	Lower_Left	4b930a10-4b12-4428-84f9-3255b4a3bc4f	6:20732385−65386033	11, 18	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_149_part_3.png	6	20732385	65386033
149	4	Lower_Right	4b930a10-4b12-4428-84f9-3255b4a3bc4f	19:10117072−19925765	7, 7	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_149_part_4.png	19	10117072	19925765
150	1	Upper_Left	4c18d9cf-4af4-4a86-8b1c-f78795fbbd7e	4:4561511−183003967	22, 35	35	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_150_part_1.png	4	4561511	183003967
150	2	Upper_Right	4c18d9cf-4af4-4a86-8b1c-f78795fbbd7e	11:44797680−125468262	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_150_part_2.png	11	44797680	125468262
150	3	Lower_Left	5c127332-5ca0-45f1-a5ac-4876ad94e491	2:29255147−191672689	12, 15	65	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_150_part_3.png	2	29255147	191672689
150	4	Lower_Right	62379be5-13f0-474b-94d3-6f944ec4ee96	20:1979378−25856531	29, 30	30	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_150_part_4.png	20	1979378	25856531
151	1	Upper_Left	700e91bb-d675-41b2-bbbd-935767c7b447	18:158944−67628538	31, 33	37	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_151_part_1.png	18	158944	67628538
151	2	Upper_Right	7ca97692-0bf5-4bbd-81ce-10a051d04bd5	11:56003935−131544055	11, 36	152	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_151_part_2.png	11	56003935	131544055
151	3	Lower_Left	8a6d2ce3-cc57-451b-9b07-8263782aa23f	21:18052703−29183847	11, 15	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_151_part_3.png	21	18052703	29183847
151	4	Lower_Right	ba68f2cf-9271-41fd-9655-1fac7681f588	8:29488947−40948299	9, 9	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_151_part_4.png	8	29488947	40948299
152	1	Upper_Left	c435627c-159d-4a6d-a819-30abac24bf4d	8:8571303−145086772	7, 14	117	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_152_part_1.png	8	8571303	145086772
152	2	Upper_Right	c9e28934-8379-4511-817c-d787f2c4ca3a	17:48309481−79654739	7, 10	30	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_152_part_2.png	17	48309481	79654739
152	3	Lower_Left	e9483296-cb91-497a-b955-39a3c3289dac	11:78769716−119886055	7, 8	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_152_part_3.png	11	78769716	119886055
152	4	Lower_Right	f0c353fd-947c-41e2-b643-3ecc0d69796c	10:38043794−123678267	7, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_152_part_4.png	10	38043794	123678267
153	1	Upper_Left	ICGC_0007	1:38813433−49397759	7, 13	45	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_153_part_1.png	1	38813433	49397759
153	2	Upper_Right	ICGC_0007	17:47498985−79507305	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_153_part_2.png	17	47498985	79507305
153	3	Lower_Left	ICGC_0007	20:1226919−53870564	13, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_153_part_3.png	20	1226919	53870564
153	4	Lower_Right	ICGC_0020	6:36021238−98348848	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_153_part_4.png	6	36021238	98348848
154	1	Upper_Left	ICGC_0020	11:2734690−58550648	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_154_part_1.png	11	2734690	58550648
154	2	Upper_Right	ICGC_0021	19:28278241−58069967	13, 17	48	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_154_part_2.png	19	28278241	58069967
154	3	Lower_Left	ICGC_0026	15:22891529−92856416	20, 20	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_154_part_3.png	15	22891529	92856416
154	4	Lower_Right	ICGC_0031	7:89045625−146695947	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_154_part_4.png	7	89045625	146695947
155	1	Upper_Left	ICGC_0037	19:21564139−22548813	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_155_part_1.png	19	21564139	22548813
155	2	Upper_Right	ICGC_0052	21:16837999−44959353	9, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_155_part_2.png	21	16837999	44959353
155	3	Lower_Left	ICGC_0055	9:31913973−97303304	9, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_155_part_3.png	9	31913973	97303304
155	4	Lower_Right	ICGC_0067	9:73035221−139560353	13, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_155_part_4.png	9	73035221	139560353
156	1	Upper_Left	ICGC_0067	14:82219284−100582142	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_156_part_1.png	14	82219284	100582142
156	2	Upper_Right	ICGC_0087	10:60725577−84090610	7, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_156_part_2.png	10	60725577	84090610
156	3	Lower_Left	ICGC_0088	12:21367968−34833918	9, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_156_part_3.png	12	21367968	34833918
156	4	Lower_Right	ICGC_0088	18:27451678−30477084	17, 17	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_156_part_4.png	18	27451678	30477084
157	1	Upper_Left	ICGC_0108	7:2398212−48791277	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_157_part_1.png	7	2398212	48791277
157	2	Upper_Right	ICGC_0109	5:55531264−177528041	22, 22	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_157_part_2.png	5	55531264	177528041
157	3	Lower_Left	ICGC_0114	1:32132328−65796925	7, 7	43	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_157_part_3.png	1	32132328	65796925
157	4	Lower_Right	ICGC_0114	2:28274298−38935751	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_157_part_4.png	2	28274298	38935751
158	1	Upper_Left	ICGC_0114	10:72984995−103221106	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_158_part_1.png	10	72984995	103221106
158	2	Upper_Right	ICGC_0134	22:18019664−28052500	8, 18	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_158_part_2.png	22	18019664	28052500
158	3	Lower_Left	ICGC_0146	3:25423800−74920530	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_158_part_3.png	3	25423800	74920530
158	4	Lower_Right	ICGC_0146	10:3251990−120467283	32, 42	42	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_158_part_4.png	10	3251990	120467283
159	1	Upper_Left	ICGC_0146	11:44273470−122909222	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_159_part_1.png	11	44273470	122909222
159	2	Upper_Right	ICGC_0199	2:109779279−139790794	17, 17	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_159_part_2.png	2	109779279	139790794
159	3	Lower_Left	ICGC_0205	8:466553−113346314	7, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_159_part_3.png	8	466553	113346314
159	4	Lower_Right	ICGC_0214	1:196999875−239097447	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_159_part_4.png	1	196999875	239097447
160	1	Upper_Left	ICGC_0214	2:1473520−230672823	61, 69	69	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_160_part_1.png	2	1473520	230672823
160	2	Upper_Right	ICGC_0214	4:77735561−162014258	7, 7	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_160_part_2.png	4	77735561	162014258
160	3	Lower_Left	ICGC_0217	21:14583619−47124626	8, 8	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_160_part_3.png	21	14583619	47124626
160	4	Lower_Right	ICGC_0300	1:41444007−240774472	8, 13	59	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_160_part_4.png	1	41444007	240774472
161	1	Upper_Left	ICGC_0303	17:28715899−50792664	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_161_part_1.png	17	28715899	50792664
161	2	Upper_Right	ICGC_0313	1:189423365−236063825	16, 22	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_161_part_2.png	1	189423365	236063825
161	3	Lower_Left	ICGC_0326	12:73647749−128290868	7, 7	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_161_part_3.png	12	73647749	128290868
161	4	Lower_Right	ICGC_0326	18:20681108−75019000	17, 24	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_161_part_4.png	18	20681108	75019000
162	1	Upper_Left	ICGC_0392	8:24086553−130006493	7, 15	54	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_162_part_1.png	8	24086553	130006493
162	2	Upper_Right	ICGC_0392	12:25014211−58344707	7, 17	35	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_162_part_2.png	12	25014211	58344707
162	3	Lower_Left	ICGC_0392	17:19427565−80415097	7, 7	42	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_162_part_3.png	17	19427565	80415097
162	4	Lower_Right	ICGC_0393	13:24905703−113852941	8, 10	55	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_162_part_4.png	13	24905703	113852941
163	1	Upper_Left	ICGC_0412	18:3408603−25505804	9, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_163_part_1.png	18	3408603	25505804
163	2	Upper_Right	ICGC_0419	2:33811228−80725292	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_163_part_2.png	2	33811228	80725292
163	3	Lower_Left	ICGC_0419	21:15770299−47546356	15, 26	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_163_part_3.png	21	15770299	47546356
163	4	Lower_Right	ICGC_0420	12:27339007−85847160	10, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_163_part_4.png	12	27339007	85847160
164	1	Upper_Left	ICGC_0486	2:95882672−200533578	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_164_part_1.png	2	95882672	200533578
164	2	Upper_Right	ICGC_0502	3:1045935−2770954	9, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_164_part_2.png	3	1045935	2770954
164	3	Lower_Left	ICGC_0521	5:51314841−160442765	10, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_164_part_3.png	5	51314841	160442765
164	4	Lower_Right	ICGC_0521	9:40335567−125502754	21, 21	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_164_part_4.png	9	40335567	125502754
165	1	Upper_Left	ICGC_0526	12:77174515−81375488	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_165_part_1.png	12	77174515	81375488
165	2	Upper_Right	ICGC_0526	13:42400145−51281146	13, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_165_part_2.png	13	42400145	51281146
165	3	Lower_Left	ICGC_0526	16:4628924−90122371	14, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_165_part_3.png	16	4628924	90122371
165	4	Lower_Right	ICGC_0535	6:25273614−62346185	8, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_165_part_4.png	6	25273614	62346185
166	1	Upper_Left	ICGC_0535	12:80590486−121388006	11, 17	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_166_part_1.png	12	80590486	121388006
166	2	Upper_Right	ICGC_0536	2:167051773−233617455	10, 15	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_166_part_2.png	2	167051773	233617455
166	3	Lower_Left	PCSI_0015	7:56204033−125643006	8, 10	36	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_166_part_3.png	7	56204033	125643006
166	4	Lower_Right	PCSI_0015	8:100785898−143451880	9, 34	49	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_166_part_4.png	8	100785898	143451880
167	1	Upper_Left	PCSI_0015	12:1762415−132632652	8, 42	44	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_167_part_1.png	12	1762415	132632652
167	2	Upper_Right	PCSI_0023	15:28070426−73690087	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_167_part_2.png	15	28070426	73690087
167	3	Lower_Left	PCSI_0048	3:3120897−83846277	13, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_167_part_3.png	3	3120897	83846277
167	4	Lower_Right	PCSI_0072	18:3860804−37436169	7, 10	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_167_part_4.png	18	3860804	37436169
168	1	Upper_Left	PCSI_0080	15:46323229−67503083	8, 8	38	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_168_part_1.png	15	46323229	67503083
168	2	Upper_Right	PCSI_0081	22:17339868−50561700	7, 14	63	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_168_part_2.png	22	17339868	50561700
168	3	Lower_Left	PCSI_0082	8:6295682−40937004	8, 9	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_168_part_3.png	8	6295682	40937004
168	4	Lower_Right	PCSI_0082	16:7095949−87854086	32, 32	41	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_168_part_4.png	16	7095949	87854086
169	1	Upper_Left	PCSI_0101	7:111513717−152373524	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_169_part_1.png	7	111513717	152373524
169	2	Upper_Right	PCSI_0101	14:20883702−106705001	18, 34	60	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_169_part_2.png	14	20883702	106705001
169	3	Lower_Left	PCSI_0101	15:20557095−102195722	41, 41	41	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_169_part_3.png	15	20557095	102195722
169	4	Lower_Right	PCSI_0104	1:72694825−237333439	14, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_169_part_4.png	1	72694825	237333439
